owner,name,language,stargazers_count,commit_count,branch_count,release_count,open_issues_count,contributor_count,forks_count,license,created_at,pushed_at,updated_at
alcatraz,Alcatraz,Objective-C,9560,756,14,45,41,39,1273,MIT License,2013-04-22T16:40:10Z,2016-10-06T22:41:35Z,2016-11-03T16:18:28Z
linnovate,mean,JavaScript,9554,1,73,174,179,14,2889,MIT License,2013-05-22T12:15:47Z,2016-11-01T22:21:39Z,2016-11-03T15:59:26Z
herrbischoff,awesome-osx-command-line,,9535,360,2,41,11,0,469,None,2015-09-22T19:37:55Z,2016-10-25T00:00:55Z,2016-11-03T16:58:44Z
syl20bnr,spacemacs,Emacs Lisp,9529,7,8,528,1067,155,2518,None,2012-12-17T21:34:03Z,2016-11-03T17:01:03Z,2016-11-03T19:34:33Z
adobe-fonts,source-code-pro,Python,9511,284,3,14,16,16,896,SIL Open Font License 1.1,2012-08-09T23:14:02Z,2016-09-27T13:05:49Z,2016-11-03T13:32:37Z
imathis,octopress,Ruby,9507,857,16,115,276,1,3070,None,2009-10-18T21:41:32Z,2016-10-16T17:16:53Z,2016-11-02T20:42:27Z
MostlyAdequate,mostly-adequate-guide,JavaScript,9481,436,6,98,33,0,702,Other,2015-05-06T01:44:15Z,2016-10-16T17:35:02Z,2016-11-03T16:58:31Z
phanan,htaccess,,9472,150,1,30,2,0,895,Other,2015-01-27T06:25:41Z,2016-09-29T06:31:52Z,2016-11-03T17:01:01Z
google,deepdream,,9464,23,1,6,7,0,2343,Other,2015-07-01T15:00:58Z,2015-10-10T22:24:33Z,2016-11-03T10:22:28Z
git-tips,tips,JavaScript,9455,290,3,50,5,0,607,MIT License,2015-07-15T07:24:48Z,2016-10-31T15:49:03Z,2016-11-03T19:00:25Z
loopj,android-async-http,Java,9443,856,3,73,183,11,4304,None,2011-02-20T03:25:07Z,2016-06-27T10:54:23Z,2016-11-03T12:12:31Z
RocketChat,Rocket.Chat,JavaScript,9435,7,22,226,1284,44,2035,MIT License,2015-05-19T07:36:09Z,2016-11-03T16:58:25Z,2016-11-03T20:00:21Z
juliangarnier,anime,JavaScript,9426,93,8,10,4,4,462,MIT License,2016-03-13T21:37:45Z,2016-10-26T15:34:18Z,2016-11-03T19:17:54Z
browserstate,history.js,JavaScript,9407,276,13,24,226,4,1360,"BSD 3-clause ""New"" or ""Revised"" License",2011-01-20T14:10:05Z,2016-09-18T02:51:31Z,2016-11-02T13:21:06Z
jwagner,smartcrop.js,JavaScript,9388,80,5,9,4,2,426,MIT License,2014-04-03T14:21:19Z,2016-09-23T22:40:13Z,2016-11-03T13:56:54Z
yabwe,medium-editor,JavaScript,9375,2,6,146,180,146,1130,Other,2013-05-29T17:40:11Z,2016-10-21T11:28:00Z,2016-11-03T17:33:48Z
mattermost,platform,JavaScript,9364,7,14,136,85,19,1245,Other,2015-06-15T06:50:02Z,2016-11-03T19:41:30Z,2016-11-03T18:25:32Z
github,hub,Go,9357,2,6,122,138,66,858,MIT License,2009-12-05T22:15:25Z,2016-11-01T20:48:05Z,2016-11-03T16:32:48Z
jessesquires,JSQMessagesViewController,Objective-C,9347,1,9,91,160,62,2206,MIT License,2013-02-17T21:40:44Z,2016-10-24T21:16:25Z,2016-11-03T13:58:47Z
fchollet,keras,Python,9334,2,2,286,1626,20,2942,Other,2015-03-28T00:35:42Z,2016-11-03T17:04:41Z,2016-11-03T17:51:01Z
CoderMJLee,MJRefresh,Objective-C,9313,253,1,21,340,73,2916,MIT License,2014-05-23T16:22:32Z,2016-11-01T04:54:38Z,2016-11-03T16:09:18Z
MengTo,Spring,Swift,9303,221,6,21,96,5,979,MIT License,2014-12-26T14:57:02Z,2016-10-31T20:14:40Z,2016-11-03T19:08:36Z
LightTable,LightTable,Clojure,9266,1,47,70,135,13,820,MIT License,2012-06-27T22:32:43Z,2016-10-10T02:17:43Z,2016-11-03T14:09:50Z
Flipboard,react-canvas,JavaScript,9248,73,1,16,70,4,760,"BSD 3-clause ""New"" or ""Revised"" License",2015-02-05T23:46:30Z,2016-09-29T23:02:38Z,2016-11-03T06:01:41Z
realm,realm-cocoa,Objective-C,9219,9,130,78,248,158,1127,Other,2012-04-16T20:06:56Z,2016-10-28T08:18:55Z,2016-11-03T16:06:50Z
tensorflow,models,Python,9212,248,5,81,99,0,2077,Apache License 2.0,2016-02-05T01:15:20Z,2016-11-02T22:04:59Z,2016-11-03T19:23:02Z
PerfectlySoft,Perfect,Swift,9180,722,1,34,20,72,624,Apache License 2.0,2015-10-02T18:20:08Z,2016-11-02T16:05:49Z,2016-11-03T17:16:42Z
raywenderlich,swift-algorithm-club,Swift,9173,947,7,74,26,0,1127,MIT License,2016-01-26T17:56:12Z,2016-11-03T09:22:28Z,2016-11-03T18:20:10Z
tonsky,FiraCode,Clojure,9149,145,1,32,75,15,261,SIL Open Font License 1.1,2014-11-11T19:32:38Z,2016-11-01T19:05:51Z,2016-11-03T19:43:35Z
spf13,spf13-vim,VimL,9142,951,6,132,288,0,2798,Apache License 2.0,2010-04-20T16:20:16Z,2016-09-16T21:18:01Z,2016-11-03T16:01:07Z
substack,stream-handbook,JavaScript,9139,97,1,13,67,1,654,Other,2012-08-26T07:24:04Z,2016-06-06T19:17:43Z,2016-11-03T17:03:35Z
influxdata,influxdb,Go,9133,11,121,245,413,157,1285,MIT License,2013-09-26T14:31:10Z,2016-11-03T18:17:49Z,2016-11-03T16:40:50Z
facebook,flow,OCaml,9125,3,14,251,811,48,672,"BSD 3-clause ""New"" or ""Revised"" License",2014-10-28T17:17:45Z,2016-11-03T19:46:02Z,2016-11-03T18:17:04Z
soimort,you-get,Python,9099,1,4,81,209,97,1702,MIT License,2012-08-20T15:53:36Z,2016-11-03T16:03:09Z,2016-11-03T17:44:11Z
tj,git-extras,Shell,9080,1,2,144,93,38,644,MIT License,2010-08-04T16:32:07Z,2016-11-01T06:55:05Z,2016-11-03T19:01:18Z
jaredhanson,passport,JavaScript,9062,455,4,27,181,25,570,MIT License,2011-10-08T22:38:32Z,2016-10-26T19:48:00Z,2016-11-03T14:37:43Z
cocos2d,cocos2d-x,C++,9061,35,6,531,993,87,5790,None,2010-11-18T23:17:00Z,2016-11-03T13:54:54Z,2016-11-03T14:34:20Z
segmentio,nightmare,JavaScript,9053,865,2,78,112,82,493,None,2014-04-05T22:19:51Z,2016-11-02T00:37:37Z,2016-11-03T18:20:55Z
Bilibili,ijkplayer,C,9041,2,4,33,559,58,2939,GNU General Public License v2.0,2013-06-03T04:12:04Z,2016-10-31T02:56:45Z,2016-11-03T16:22:45Z
yiisoft,yii2,PHP,9019,15,25,701,871,14,5235,"BSD 3-clause ""New"" or ""Revised"" License",2012-02-13T15:32:36Z,2016-11-03T16:30:20Z,2016-11-03T19:35:45Z
remy,nodemon,JavaScript,9018,907,28,89,217,58,669,None,2010-10-03T12:50:52Z,2016-10-15T00:46:18Z,2016-11-03T19:29:51Z
visionmedia,superagent,JavaScript,9015,1,8,147,140,88,860,MIT License,2011-04-13T02:29:45Z,2016-11-03T19:16:44Z,2016-11-03T18:00:21Z
AHAAAAAAA,PokemonGo-Map,,8985,4,1,1,849,0,3920,None,2016-07-16T15:06:33Z,2016-08-28T06:29:32Z,2016-11-03T18:41:18Z
ampproject,amphtml,JavaScript,8974,4,176,238,936,141,1367,Apache License 2.0,2015-09-01T22:10:53Z,2016-11-03T19:52:02Z,2016-11-03T19:50:49Z
uxsolutions,bootstrap-datepicker,JavaScript,8933,1,5,282,529,31,3714,Apache License 2.0,2012-03-17T01:11:40Z,2016-11-02T15:17:37Z,2016-11-03T15:59:26Z
capistrano,capistrano,Ruby,8927,1,9,194,58,82,1459,MIT License,2009-02-26T16:14:04Z,2016-11-03T03:46:37Z,2016-11-03T15:08:58Z
julycoding,The-Art-Of-Programming-By-July,C,8917,3,1,104,48,0,4424,None,2013-12-14T10:00:06Z,2016-10-30T13:14:44Z,2016-11-03T14:40:55Z
nathanmarz,storm,Java,8894,1,44,46,46,5,1782,Apache License 2.0,2011-09-17T07:55:13Z,2016-05-04T16:02:55Z,2016-11-03T13:44:31Z
adobe-webplatform,Snap.svg,JavaScript,8893,372,2,22,211,5,844,Apache License 2.0,2013-08-15T20:51:34Z,2016-10-07T14:46:12Z,2016-11-03T18:35:14Z
philipwalton,solved-by-flexbox,CSS,8890,333,3,18,12,0,655,MIT License,2013-08-31T23:04:51Z,2016-10-30T08:15:37Z,2016-11-03T16:55:58Z
selectize,selectize.js,JavaScript,8879,633,4,62,479,70,1966,Apache License 2.0,2012-08-29T18:31:57Z,2016-11-03T16:17:37Z,2016-11-03T15:04:31Z
keen,dashboards,JavaScript,8878,232,3,17,6,2,1012,MIT License,2014-08-08T17:16:17Z,2016-10-11T18:40:13Z,2016-11-03T13:39:09Z
mholt,caddy,Go,8857,1,8,119,59,24,567,Apache License 2.0,2015-01-13T19:45:03Z,2016-11-03T18:27:00Z,2016-11-03T17:09:53Z
go-martini,martini,Go,8835,589,3,100,21,3,928,MIT License,2013-10-30T02:34:07Z,2016-10-14T07:51:04Z,2016-11-03T09:48:43Z
peachananr,onepage-scroll,JavaScript,8831,47,1,7,241,5,2091,None,2013-09-12T14:07:28Z,2016-06-15T21:08:43Z,2016-11-03T16:12:09Z
sass,sass,Ruby,8823,6,16,176,210,179,1681,MIT License,2010-09-22T06:16:55Z,2016-11-02T23:12:09Z,2016-11-03T18:52:02Z
DefinitelyTyped,DefinitelyTyped,TypeScript,8819,22,34,2,1201,0,6931,Other,2012-10-05T16:39:45Z,2016-11-03T19:47:44Z,2016-11-03T19:47:01Z
SVProgressHUD,SVProgressHUD,Objective-C,8785,627,3,16,57,26,1934,MIT License,2011-03-28T19:23:04Z,2016-10-15T15:22:36Z,2016-11-03T16:08:31Z
rbenv,rbenv,Shell,8774,586,5,75,50,8,814,MIT License,2011-08-01T20:51:48Z,2016-10-19T08:36:09Z,2016-11-03T17:38:51Z
knsv,mermaid,JavaScript,8766,592,7,43,120,34,474,MIT License,2014-11-01T23:52:32Z,2016-11-03T03:48:13Z,2016-11-03T19:27:46Z
gionkunz,chartist-js,JavaScript,8756,829,5,62,76,54,1394,MIT License,2014-03-09T22:40:07Z,2016-11-01T19:41:29Z,2016-11-03T17:53:57Z
cjwirth,awesome-ios-ui,,8754,61,1,13,11,0,1064,None,2015-04-07T11:01:23Z,2016-11-01T20:49:20Z,2016-11-03T11:34:34Z
scottjehl,picturefill,JavaScript,8741,792,15,59,15,23,1005,MIT License,2012-02-21T08:35:14Z,2016-06-19T08:12:16Z,2016-11-03T08:31:30Z
foreverjs,forever,JavaScript,8717,636,3,76,194,63,647,MIT License,2010-09-27T15:47:23Z,2016-11-02T04:00:15Z,2016-11-03T15:35:16Z
cayleygraph,cayley,Go,8716,894,1,45,76,6,725,Apache License 2.0,2014-06-05T18:49:41Z,2016-10-28T18:44:40Z,2016-11-03T08:30:48Z
cayleygraph,cayley,Go,8716,894,1,45,76,6,725,Apache License 2.0,2014-06-05T18:49:41Z,2016-10-28T18:44:40Z,2016-11-03T08:30:48Z
CocoaPods,CocoaPods,Ruby,8708,6,34,213,203,153,1638,Other,2011-08-14T00:10:53Z,2016-11-02T18:45:51Z,2016-11-03T18:33:22Z
dimsemenov,Magnific-Popup,JavaScript,8696,304,1,50,505,21,2067,MIT License,2013-01-10T16:09:24Z,2016-10-23T11:31:43Z,2016-11-03T20:08:36Z
parkjs814,AlgorithmVisualizer,JavaScript,8691,710,3,34,7,0,1131,MIT License,2016-05-15T00:27:45Z,2016-08-23T13:03:03Z,2016-11-03T17:33:46Z
ibireme,YYKit,Objective-C,8681,298,1,17,72,24,2466,MIT License,2013-04-10T19:47:33Z,2016-10-12T07:26:08Z,2016-11-03T11:28:44Z
JacksonTian,fks,JavaScript,8656,215,2,53,7,0,3360,None,2012-10-17T05:55:16Z,2016-10-18T12:30:59Z,2016-11-03T19:31:27Z
kilimchoi,engineering-blogs,Ruby,8623,1,1,208,2,0,978,None,2015-06-13T18:25:17Z,2016-11-02T06:25:11Z,2016-11-03T16:44:55Z
DmitryBaranovskiy,raphael,JavaScript,8615,457,8,33,339,27,1360,MIT License,2008-09-02T05:34:33Z,2016-10-26T06:19:16Z,2016-11-03T06:09:37Z
WickyNilliams,headroom.js,JavaScript,8614,132,2,25,23,15,698,MIT License,2013-08-07T20:42:58Z,2016-10-20T20:52:22Z,2016-11-03T10:36:50Z
astaxie,beego,Go,8599,2,2,168,84,20,2109,Other,2012-02-29T02:32:08Z,2016-11-03T15:19:16Z,2016-11-03T18:57:37Z
playframework,playframework,Scala,8563,7,7,569,271,110,2957,None,2011-09-07T09:24:08Z,2016-11-03T20:02:02Z,2016-11-03T18:50:39Z
isagalaev,highlight.js,JavaScript,8552,4,2,296,68,45,1478,"BSD 3-clause ""New"" or ""Revised"" License",2011-01-01T23:47:21Z,2016-11-03T00:15:09Z,2016-11-03T19:49:04Z
sindresorhus,awesome-electron,,8549,342,2,181,7,3,725,None,2015-04-23T11:48:53Z,2016-11-03T13:47:50Z,2016-11-03T19:38:38Z
NativeScript,NativeScript,TypeScript,8542,3,60,71,174,20,658,Other,2015-03-01T09:47:08Z,2016-11-03T14:50:25Z,2016-11-03T17:03:30Z
chrissimpkins,Hack,Python,8521,905,3,10,64,11,271,Other,2015-06-21T22:47:58Z,2016-06-25T20:45:13Z,2016-11-03T17:19:19Z
Selz,plyr,JavaScript,8520,634,2,34,68,130,652,MIT License,2015-02-14T11:33:07Z,2016-11-02T07:45:37Z,2016-11-03T16:09:10Z
androidannotations,androidannotations,Java,8473,2,5,57,64,23,2294,Other,2012-01-06T08:48:03Z,2016-10-29T10:35:23Z,2016-11-03T17:44:13Z
RubaXa,Sortable,JavaScript,8465,731,23,92,79,19,1216,None,2013-12-19T10:10:13Z,2016-11-01T19:31:45Z,2016-11-03T19:58:19Z
fgnass,spin.js,JavaScript,8464,287,2,26,58,16,1000,MIT License,2011-08-16T09:46:36Z,2016-10-31T11:42:47Z,2016-11-03T09:52:46Z
cmderdev,cmder,PowerShell,8461,647,2,63,263,14,591,None,2013-07-09T07:44:22Z,2016-11-02T15:25:55Z,2016-11-03T19:05:00Z
elixir-lang,elixir,Elixir,8450,11,8,481,29,63,1155,Other,2011-01-09T08:43:57Z,2016-11-03T19:57:02Z,2016-11-03T20:04:07Z
nicklockwood,iCarousel,Objective-C,8443,247,1,16,300,39,2049,zlib License,2011-04-06T23:23:43Z,2016-10-24T04:19:22Z,2016-11-03T19:38:12Z
petehunt,webpack-howto,JavaScript,8431,50,1,18,48,0,653,None,2014-07-17T06:55:48Z,2016-09-02T01:09:54Z,2016-11-03T13:49:06Z
docker,compose,Python,8427,3,12,201,728,67,1292,Apache License 2.0,2013-12-09T11:40:58Z,2016-11-03T18:43:12Z,2016-11-03T13:30:33Z
Marak,faker.js,JavaScript,8422,684,2,94,121,29,685,Other,2010-05-15T00:53:07Z,2016-11-01T16:56:14Z,2016-11-03T19:24:44Z
php-fig,fig-standards,,8421,1,5,178,22,0,2244,Other,2010-11-05T04:44:12Z,2016-11-02T21:58:58Z,2016-11-03T15:01:39Z
inconshreveable,ngrok,Go,8421,328,4,24,14,21,1133,Other,2013-03-20T09:37:43Z,2016-10-26T11:57:29Z,2016-11-03T19:09:05Z
cubiq,iscroll,JavaScript,8409,77,3,13,475,20,2523,MIT License,2010-12-03T19:03:44Z,2016-11-03T06:15:13Z,2016-11-03T07:52:54Z
tpope,vim-pathogen,VimL,8388,148,1,14,23,8,983,None,2009-12-13T20:59:18Z,2016-10-13T15:17:16Z,2016-11-03T19:35:48Z
composer,composer,PHP,8384,6,2,587,203,26,2335,MIT License,2011-06-08T08:53:00Z,2016-11-03T17:40:13Z,2016-11-03T12:54:22Z
racaljk,hosts,,8373,838,2,59,20,3,4828,MIT License,2014-07-04T01:05:27Z,2016-11-03T12:57:15Z,2016-11-03T17:16:08Z
sinatra,sinatra,Ruby,8366,3,2,330,55,116,1569,MIT License,2009-01-14T01:27:30Z,2016-11-01T07:12:09Z,2016-11-03T18:53:12Z
DrkSephy,es6-cheatsheet,JavaScript,8357,144,1,40,2,0,462,None,2016-01-21T20:23:15Z,2016-09-27T00:44:20Z,2016-11-03T08:36:19Z
tldr-pages,tldr,TeX,8330,2,10,288,71,1,609,MIT License,2013-12-08T07:34:43Z,2016-11-03T03:42:24Z,2016-11-03T12:11:31Z
yaronn,blessed-contrib,JavaScript,8314,339,3,27,24,0,326,None,2015-01-14T14:18:07Z,2016-10-29T09:21:12Z,2016-11-03T13:24:46Z
gabrielecirulli,2048,CSS,8306,174,2,24,84,0,14256,MIT License,2014-03-05T16:03:26Z,2016-10-13T21:18:56Z,2016-11-03T16:22:55Z
pockethub,PocketHub,JavaScript,8290,3,4,111,126,19,3719,Apache License 2.0,2011-09-08T16:52:50Z,2016-10-04T18:43:59Z,2016-11-03T05:30:16Z
yeoman,yeoman,,8282,1,4,0,12,6,753,None,2012-04-13T05:12:21Z,2016-05-08T13:26:15Z,2016-11-03T17:24:49Z
CocoaLumberjack,CocoaLumberjack,Objective-C,8273,1,1,125,96,44,1522,"BSD 3-clause ""New"" or ""Revised"" License",2011-03-31T02:38:39Z,2016-11-03T18:34:34Z,2016-11-03T10:17:17Z
JakeWharton,ViewPagerIndicator,Java,8264,241,3,15,207,15,4180,None,2011-08-04T17:13:44Z,2016-08-26T09:53:32Z,2016-11-03T14:32:06Z
sdelements,lets-chat,JavaScript,8257,1,16,57,186,29,1235,MIT License,2012-03-09T19:32:33Z,2016-09-30T20:02:16Z,2016-11-03T16:09:35Z
vim-airline,vim-airline,VimL,8245,1,3,143,26,8,579,MIT License,2013-06-30T18:49:56Z,2016-11-03T20:03:37Z,2016-11-03T18:02:54Z
jondot,awesome-react-native,Ruby,8244,701,1,190,2,0,992,None,2015-03-26T19:58:06Z,2016-11-03T07:35:44Z,2016-11-03T19:54:42Z
jiahaog,nativefier,JavaScript,8243,621,2,45,73,61,333,MIT License,2015-07-05T05:56:42Z,2016-10-27T08:42:09Z,2016-11-03T19:46:33Z
NUKnightLab,TimelineJS,JavaScript,8225,994,8,54,187,41,1618,Mozilla Public License 2.0,2012-03-06T02:12:20Z,2016-10-03T22:17:05Z,2016-11-03T15:43:59Z
spring-projects,spring-boot,Java,8219,9,9,298,614,65,7954,Apache License 2.0,2012-10-19T15:02:57Z,2016-11-03T18:55:42Z,2016-11-03T18:02:22Z
aurelia,framework,JavaScript,8215,505,1,69,39,79,470,MIT License,2014-12-10T19:22:29Z,2016-11-01T21:59:25Z,2016-11-03T19:47:54Z
legomushroom,mojs,JavaScript,8215,1,3,7,16,13,391,None,2014-06-26T08:49:14Z,2016-10-23T20:47:35Z,2016-11-03T18:41:47Z
thomaspark,bootswatch,HTML,8213,1,2,45,31,52,2281,None,2012-02-07T04:31:56Z,2016-10-13T02:21:18Z,2016-11-03T18:38:02Z
servo,servo,,8211,21,43,604,1877,1,1335,Mozilla Public License 2.0,2012-02-08T19:07:25Z,2016-11-03T20:09:41Z,2016-11-03T18:38:59Z
Microsoft,CNTK,C++,8199,9,626,88,388,12,1797,Other,2015-11-26T09:52:06Z,2016-11-03T18:41:21Z,2016-11-03T16:37:01Z
nolimits4web,Framework7,HTML,8190,2,2,4,167,55,1782,MIT License,2014-02-23T12:15:53Z,2016-11-03T14:58:38Z,2016-11-03T17:39:38Z
WordPress,WordPress,PHP,8189,35,28,35,18,183,4259,GNU General Public License v2.0,2011-12-01T07:05:17Z,2016-11-03T05:42:06Z,2016-11-03T17:53:38Z
puikinsh,gentelella,HTML,8181,260,2,30,65,4,2282,MIT License,2015-05-15T06:57:27Z,2016-10-28T13:42:06Z,2016-11-03T17:07:55Z
netty,netty,Java,8177,7,39,232,333,158,4138,Apache License 2.0,2010-11-09T09:22:21Z,2016-11-03T15:09:15Z,2016-11-03T14:44:17Z
thoughtbot,paperclip,Ruby,8171,1,6,345,104,98,1833,MIT License,2008-04-10T19:58:20Z,2016-11-03T20:08:18Z,2016-11-03T12:27:22Z
Carthage,Carthage,Swift,8151,2,7,87,172,48,675,Other,2014-10-10T19:54:55Z,2016-10-31T17:53:48Z,2016-11-03T12:49:20Z
irungentoo,toxcore,C,8135,3,2,170,96,1,1009,GNU General Public License v3.0,2013-06-24T00:12:13Z,2016-10-20T22:53:07Z,2016-11-03T10:36:23Z
fullstackio,FlappySwift,Swift,8123,57,1,13,13,0,2384,MIT License,2014-06-03T05:04:12Z,2016-10-17T11:28:10Z,2016-11-03T02:46:17Z
onevcat,VVDocumenter-Xcode,Objective-C,8112,328,4,32,40,7,1752,MIT License,2013-07-16T09:58:02Z,2016-08-17T02:20:08Z,2016-11-03T18:32:00Z
alibaba,weex,Java,8109,3,19,62,60,4,1059,Apache License 2.0,2016-03-11T10:18:11Z,2016-11-03T15:18:09Z,2016-11-03T19:37:34Z
keystonejs,keystone,JavaScript,8077,7,56,179,270,63,1289,MIT License,2013-07-02T05:01:55Z,2016-11-03T17:41:00Z,2016-11-03T19:35:59Z
chrisbanes,PhotoView,Java,8028,375,2,26,43,12,2607,Apache License 2.0,2012-07-17T16:39:00Z,2016-10-31T13:25:01Z,2016-11-03T17:44:52Z
equinusocio,material-theme,Python,8028,1,3,60,1,77,616,MIT License,2015-06-01T16:41:04Z,2016-10-31T14:56:14Z,2016-11-03T19:19:35Z
Automattic,wp-calypso,JavaScript,8018,13,207,212,1490,14,1010,GNU General Public License v2.0,2015-11-10T20:00:16Z,2016-11-03T20:00:05Z,2016-11-03T20:12:07Z
wsargent,docker-cheat-sheet,,8007,313,2,58,5,0,1248,None,2014-08-05T20:04:20Z,2016-10-30T22:43:33Z,2016-11-03T18:46:19Z
amazeui,amazeui,CSS,8006,1,3,24,14,25,2040,Other,2014-08-04T14:23:37Z,2016-09-17T11:18:50Z,2016-11-03T13:10:31Z
allenwong,30DaysofSwift,Swift,7999,82,4,10,6,0,1451,None,2016-02-13T14:02:12Z,2016-10-26T09:18:55Z,2016-11-03T17:22:22Z
carhartl,jquery-cookie,JavaScript,7990,237,4,18,1,7,3511,MIT License,2009-08-03T19:11:40Z,2016-08-19T13:54:15Z,2016-11-03T14:14:42Z
gin-gonic,gin,Go,7971,749,13,90,187,9,904,MIT License,2014-06-16T23:57:25Z,2016-10-29T01:01:04Z,2016-11-03T18:34:02Z
ptmt,react-native-macos,JavaScript,7964,7,12,939,24,7,314,"BSD 3-clause ""New"" or ""Revised"" License",2015-10-04T15:22:01Z,2016-10-07T06:11:11Z,2016-11-03T15:47:36Z
mysqljs,mysql,JavaScript,7949,1,28,92,96,54,1279,MIT License,2010-07-29T14:58:13Z,2016-11-03T05:05:45Z,2016-11-03T17:55:34Z
SnapKit,SnapKit,Swift,7921,427,4,37,13,35,815,MIT License,2014-06-05T21:13:40Z,2016-10-28T15:53:59Z,2016-11-03T19:37:21Z
phoenixframework,phoenix,Elixir,7918,3,5,316,27,47,916,MIT License,2014-01-20T14:14:11Z,2016-11-03T15:37:08Z,2016-11-03T17:11:21Z
mgonto,restangular,JavaScript,7914,763,6,115,306,75,931,MIT License,2013-04-04T03:53:57Z,2016-10-31T19:40:00Z,2016-11-03T14:20:20Z
spree,spree,Ruby,7904,16,13,690,217,190,3674,"BSD 3-clause ""New"" or ""Revised"" License",2008-03-10T14:45:35Z,2016-11-03T07:37:01Z,2016-11-03T01:46:43Z
sequelize,sequelize,JavaScript,7899,7,15,498,773,185,1589,MIT License,2010-07-22T07:11:11Z,2016-11-03T18:01:38Z,2016-11-03T17:48:13Z
alebcay,awesome-shell,,7891,361,1,100,14,0,705,Creative Commons Zero v1.0 Universal,2014-07-07T01:57:42Z,2016-10-29T19:57:31Z,2016-11-03T18:49:40Z
feross,standard,JavaScript,7890,915,2,67,30,137,440,MIT License,2015-01-27T01:23:31Z,2016-11-03T20:04:10Z,2016-11-03T17:52:05Z
airbnb,caravel,Python,7886,1,47,82,310,35,960,Apache License 2.0,2015-07-21T18:55:34Z,2016-11-03T20:12:33Z,2016-11-03T16:30:30Z
guzzle,guzzle,PHP,7873,3,4,243,69,109,1235,MIT License,2011-02-28T02:44:05Z,2016-10-28T00:09:08Z,2016-11-03T20:12:12Z
google,fonts,PureBasic,7872,483,6,14,240,0,1138,None,2015-02-11T23:34:54Z,2016-11-03T19:16:42Z,2016-11-03T15:56:57Z
drone,drone,Go,7864,2,3,191,115,6,905,Apache License 2.0,2014-02-07T07:54:44Z,2016-11-03T19:03:48Z,2016-11-03T16:40:08Z
facebook,draft-js,JavaScript,7864,273,4,73,241,13,600,"BSD 3-clause ""New"" or ""Revised"" License",2016-02-19T20:18:26Z,2016-11-03T15:47:45Z,2016-11-03T17:47:02Z
erikras,react-redux-universal-hot-example,JavaScript,7857,964,3,104,386,1,1875,MIT License,2015-06-23T16:39:21Z,2016-11-02T23:02:10Z,2016-11-03T15:53:01Z
HubSpot,youmightnotneedjquery,HTML,7848,225,1,16,91,0,322,MIT License,2014-01-16T00:21:17Z,2016-10-12T02:13:05Z,2016-11-03T14:09:51Z
daylerees,colour-schemes,JavaScript,7845,235,4,43,44,0,1223,Other,2012-06-07T11:33:33Z,2016-09-04T17:00:50Z,2016-11-03T11:26:17Z
BrowserSync,browser-sync,JavaScript,7845,1,12,66,221,171,488,Apache License 2.0,2013-10-12T19:35:45Z,2016-10-24T14:10:22Z,2016-11-03T13:58:35Z
shichuan,javascript-patterns,JavaScript,7839,208,3,41,60,0,1528,None,2011-12-10T01:10:29Z,2016-09-24T14:02:15Z,2016-11-03T12:51:11Z
knockout,knockout,JavaScript,7823,1,19,62,369,37,1343,MIT License,2010-07-05T08:08:34Z,2016-10-02T08:31:04Z,2016-11-02T12:00:45Z
cockroachdb,cockroach,Go,7818,14,28,108,775,31,782,Apache License 2.0,2014-02-06T00:18:47Z,2016-11-03T20:08:40Z,2016-11-03T20:11:13Z
chrisaljoudi,uBlock,JavaScript,7815,2,3,41,312,102,400,GNU General Public License v3.0,2014-06-22T23:54:34Z,2016-07-16T15:10:27Z,2016-11-03T17:46:21Z
hemanth,functional-programming-jargon,,7799,144,1,38,26,0,352,MIT License,2015-02-22T16:04:42Z,2016-10-26T01:33:19Z,2016-11-03T17:54:46Z
fabric,fabric,Python,7798,3,9,116,312,98,1304,"BSD 2-clause ""Simplified"" License",2009-05-01T01:14:24Z,2016-10-13T09:37:09Z,2016-11-03T14:16:07Z
bang590,JSPatch,C,7772,352,1,35,64,11,1727,MIT License,2015-05-25T02:37:22Z,2016-10-14T10:09:24Z,2016-11-03T14:46:55Z
imakewebthings,waypoints,JavaScript,7764,254,12,22,37,24,1052,MIT License,2011-01-25T07:46:22Z,2016-10-31T17:50:10Z,2016-11-03T13:29:15Z
afollestad,material-dialogs,Java,7762,1,1,63,16,81,1619,MIT License,2014-11-03T03:21:42Z,2016-10-25T02:11:26Z,2016-11-03T17:14:47Z
fbsamples,f8app,JavaScript,7761,19,1,5,54,0,1357,Other,2016-03-10T21:45:12Z,2016-08-17T07:34:57Z,2016-11-03T14:51:25Z
you-dont-need,You-Dont-Need-Javascript,CSS,7759,102,1,25,24,0,426,Do What The F*ck You Want To Public License,2016-07-05T07:30:42Z,2016-10-21T11:53:11Z,2016-11-03T16:53:36Z
JuliaLang,julia,Julia,7753,34,325,537,2165,44,1823,Other,2011-04-21T07:01:50Z,2016-11-03T20:04:08Z,2016-11-03T16:57:55Z
phacility,phabricator,PHP,7752,13,2,196,0,0,1075,Apache License 2.0,2011-01-21T22:08:29Z,2016-11-03T18:03:25Z,2016-11-03T14:50:28Z
karma-runner,karma,JavaScript,7747,2,63,242,350,171,1232,MIT License,2011-10-12T07:55:46Z,2016-11-02T23:17:28Z,2016-11-03T13:49:37Z
